simulation,2025,2026,2027,2028,2029
2223,0,0,8,11,0
2224,1,0,2,5,0
2225,4,0,0,25,0
2226,0,5,4,24,7
2227,0,8,0,0,9
2228,15,0,10,1,2
2229,1,1,0,23,1
2230,1,0,0,0,130
2231,9,0,1,5,0
2232,0,1,0,0,0
2233,0,3,4,1,0
2234,3,0,6,0,0
2235,0,11,0,0,0
2236,0,0,21,29,10
2237,0,0,0,6,61
2238,4,16,0,20,1
2239,26,0,0,1,3
2240,0,0,0,3,2
2241,18,0,0,14,4
2242,0,0,7,9,5
2243,13,0,1,0,0
2244,0,1,0,5,0
2245,0,0,23,0,0
2246,0,0,1,4,6
2247,0,5,24,2,0
2248,0,4,8,17,21
2249,6,0,8,0,15
2250,0,44,1,0,2
2251,1,0,4,0,0
2252,0,1,2,26,2
2253,71,0,0,0,0
2254,0,0,0,1,10
2255,0,0,0,3,2
2256,3,0,0,1,1
2257,2,0,0,0,3
2258,0,19,0,0,0
2259,0,0,0,0,0
2260,0,30,0,0,4
2261,0,0,0,0,19
2262,1,2,0,0,0
2263,1,1,9,0,0
2264,0,0,0,20,1
2265,0,0,33,0,0
2266,0,11,0,21,4
2267,3,2,0,0,1
2268,0,102,5,0,11
2269,14,0,0,0,0
2270,0,0,0,0,0
2271,0,0,0,0,3
2272,0,0,0,1,0
2273,0,4,5,1,0
2274,8,1,0,1,4
2275,0,0,0,0,43
2276,0,0,2,0,0
2277,0,0,1,1,0
2278,30,45,54,0,20
2279,5,0,5,0,0
2280,1,1,13,0,47
2281,0,6,0,0,0
2282,0,3,0,1,0
2283,0,0,0,1,0
2284,29,1,0,0,0
2285,5,0,0,1,2
2286,6,0,10,0,10
2287,0,0,23,4,4
2288,25,0,0,20,10
2289,8,0,0,71,2
2290,0,3,5,10,9
2291,36,4,55,22,45
2292,0,6,27,5,0
2293,1,0,1,0,0
2294,0,1,5,0,13
2295,4,0,0,1,0
2296,0,6,3,4,3
2297,0,1,0,0,0
2298,0,0,0,35,1
2299,52,1,0,0,0
2300,0,30,2,2,4
2301,0,6,0,0,7
2302,27,0,0,0,0
2303,0,0,0,0,7
2304,0,0,27,0,4
2305,0,0,0,36,7
2306,0,0,0,0,0
2307,1,10,0,0,0
2308,46,10,32,0,0
2309,8,14,0,15,0
2310,0,0,1,0,1
2311,9,14,71,291,27
2312,0,0,10,0,0
2313,6,0,0,1,0
2314,0,0,5,15,0
2315,55,3,44,0,0
2316,0,2,0,0,0
2317,0,0,0,2,11
2318,3,1,1,2,0
2319,2,0,0,2,2
2320,7,1,0,0,21
2321,0,0,0,0,14
2322,1,0,0,6,0
2323,16,0,0,0,41
2324,67,1,0,12,48
2325,0,0,0,1,12
2326,0,0,9,0,0
2327,0,3,0,12,2
2328,1,0,0,0,0
2329,12,1,0,0,0
2330,1,33,26,2,4
2331,0,0,0,5,4
2332,0,2,0,6,0
2333,18,14,0,12,0
2334,0,2,1,17,1
2335,10,15,0,12,20
2336,6,12,2,1,0
2337,0,0,1,0,0
2338,60,0,3,5,0
2339,0,7,0,0,0
2340,3,0,0,0,0
2341,35,1,0,0,0
2342,2,0,4,1,6
2343,1,15,0,0,15
2344,5,0,0,0,8
2345,9,7,55,5,67
2346,21,0,0,0,14
2347,0,0,2,3,18
2348,4,0,4,0,0
2349,1,0,0,0,0
2350,0,7,2,2,0
2351,1,2,6,0,0
2352,0,0,0,3,11
2353,3,5,0,1,46
2354,37,10,0,0,0
2355,0,0,0,3,7
2356,2,7,0,0,13
2357,24,0,0,0,4
2358,7,0,0,13,1
2359,0,0,0,0,11
2360,3,23,4,0,1
2361,0,3,6,21,0
2362,0,0,0,0,59
2363,15,0,27,12,0
2364,0,0,0,5,0
2365,0,1,0,0,1
2366,11,5,2,0,0
2367,4,0,0,0,0
2368,0,1,7,0,2
2369,2,0,0,1,8
2370,0,0,4,0,0
2371,0,0,3,24,0
2372,0,0,0,4,0
2373,5,2,1,0,0
2374,0,1,0,0,0
2375,0,0,0,1,0
2376,0,0,3,2,2
2377,1,0,0,0,11
2378,11,0,1,1,0
2379,0,0,1,10,0
2380,0,1,0,28,4
2381,0,0,0,0,4
2382,7,10,1,0,0
2383,1,0,0,2,0
2384,0,2,0,2,14
2385,0,7,2,0,8
2386,0,5,0,0,2
2387,1,0,7,13,0
2388,0,0,4,2,56
2389,0,0,6,0,0
2390,0,0,0,0,0
2391,1,0,0,0,0
2392,0,0,5,0,0
2393,0,3,0,0,9
2394,0,0,0,3,0
2395,0,0,2,0,2
2396,151,12,0,9,1
2397,0,0,4,0,0
2398,3,0,30,0,0
2399,33,0,0,1,0
2400,6,3,5,9,4
2401,13,16,0,9,28
2402,0,0,0,1,3
2403,22,0,48,0,0
2404,0,1,6,0,0
2405,11,3,0,3,13
2406,0,0,0,9,6
2407,0,64,18,225,13
2408,0,0,0,0,1
2409,0,0,1,141,16
2410,0,0,0,0,2
2411,0,0,0,3,9
2412,33,0,26,0,0
2413,13,15,0,1,1
2414,2,0,0,0,7
2415,0,23,56,0,0
2416,0,0,3,1,105
2417,0,8,0,0,0
2418,0,1,0,8,0
2419,2,7,2,33,10
2420,0,1,0,0,0
2421,0,1,0,5,0
2422,0,0,0,5,10
2423,4,24,34,30,0
2424,3,0,0,0,9
2425,21,20,0,2,9
2426,0,0,89,3,0
2427,1,0,1,20,12
2428,53,6,3,0,0
2429,0,0,2,1,1
2430,0,0,6,0,0
2431,30,9,2,5,5
2432,2,4,7,23,0
2433,1,0,0,0,0
2434,0,20,0,0,1
2435,7,0,0,0,1
2436,0,2,0,0,0
2437,0,0,7,0,4
2438,4,0,0,0,0
2439,4,1,0,86,2
2440,0,0,2,7,12
2441,0,0,0,3,0
2442,0,13,0,0,0
2443,13,0,0,6,74
2444,1,0,3,1,1
2445,1,34,15,0,0
2446,0,13,0,0,1
2447,0,5,26,1,7
2448,0,0,5,0,0
2449,0,13,4,68,0
2450,0,0,8,0,0
2451,0,0,0,11,19
2452,0,0,0,0,0
2453,13,41,1,54,1
2454,0,0,23,0,0
2455,0,0,0,0,0
2456,5,0,11,5,4
2457,0,0,8,0,7
2458,9,0,0,14,13
2459,1,0,0,9,27
2460,24,0,2,0,6
2461,2,10,1,0,0
2462,0,0,1,0,0
2463,0,0,3,0,0
2464,3,0,2,5,0
2465,1,0,0,0,0
2466,0,1,0,2,0
2467,0,24,0,1,0
2468,72,27,14,75,4
2469,0,20,8,0,5
2470,29,18,1,14,0
2471,0,0,0,14,29
2472,1,0,0,0,0
2473,0,0,97,1,1
2474,0,0,0,0,76
2475,0,0,1,1,11
2476,2,84,9,4,2
2477,1,0,0,0,1
2478,0,38,0,30,0
2479,1,0,0,0,7
2480,74,0,2,3,0
2481,2,0,0,1,0
2482,0,0,1,0,1
2483,2,0,0,1,7
2484,10,1,1,0,0
2485,2,3,1,0,0
2486,0,0,6,0,11
2487,11,6,1,0,0
2488,0,0,2,0,49
2489,3,0,0,8,0
2490,1,23,2,0,2
2491,0,1,1,0,0
2492,0,0,0,7,0
2493,0,0,0,4,0
2494,0,0,0,5,9
2495,0,0,3,7,55
2496,0,5,43,0,5
2497,0,1,11,1,25
2498,19,19,588,2,0
2499,0,9,0,0,1
2500,0,0,0,0,0
2501,0,2,0,0,0
2502,1,0,0,1,0
2503,0,0,2,0,0
2504,0,0,0,0,2
2505,0,96,0,7,0
2506,62,0,23,1,0
2507,0,0,12,0,2
2508,0,0,4,6,0
2509,10,3,13,40,1
2510,0,4,0,0,0
2511,0,4,0,0,33
2512,0,13,0,4,0
2513,30,7,2,0,5
2514,5,0,16,0,7
2515,0,0,2,0,0
2516,0,0,0,0,0
2517,21,2,0,1,0
2518,0,47,12,0,0
2519,0,0,0,0,0
2520,0,0,3,0,0
2521,1,0,0,48,0
2522,3,0,3,0,1
2523,15,0,0,0,0
2524,0,0,1,0,3
2525,18,0,4,5,4
2526,65,0,40,0,0
2527,0,0,11,0,0
2528,0,20,0,17,0
2529,0,3,0,0,0
2530,5,0,14,0,80
2531,8,1,3,0,3
2532,0,0,3,1,0
2533,22,3,0,0,0
2534,0,2,5,0,3
2535,9,0,14,13,5
2536,1,1,12,0,3
2537,0,4,0,0,19
2538,28,7,0,111,1
2539,1,25,0,0,0
2540,2,0,0,5,2
2541,7,0,0,0,0
2542,0,0,0,5,0
2543,0,1,0,23,4
2544,2,0,9,0,6
2545,0,3,0,1,0
2546,0,0,1,0,9
2547,25,0,0,18,0
2548,0,6,0,68,3
2549,0,0,0,9,0
2550,0,1,1,0,0
2551,0,60,0,56,1
2552,40,0,0,3,4
2553,0,1,1,0,13
2554,1,0,35,0,0
2555,6,17,11,50,0
2556,0,26,2,143,74
2557,0,6,21,0,2
2558,1,3,5,0,0
2559,221,101,0,0,0
2560,1,0,2,105,15
2561,12,1,33,60,0
2562,4,13,0,0,0
2563,3,43,3,0,8
2564,0,5,18,5,10
2565,24,0,5,49,0
2566,19,9,0,31,0
2567,1,1,9,5,45
2568,52,16,1,2,3
2569,0,0,0,4,0
2570,50,0,2,4,0
2571,0,0,0,11,2
2572,0,7,0,2,0
2573,1,0,0,2,37
2574,10,2,0,0,2
2575,2,0,41,0,27
2576,55,0,0,38,0
2577,0,0,1,1,0
2578,3,0,0,0,0
2579,1,23,14,0,1
2580,5,0,18,95,0
2581,0,9,0,0,0
2582,0,5,12,1,0
2583,0,0,0,0,0
2584,1,1,0,1,7
2585,1,0,57,4,1
2586,3,0,2,0,9
2587,0,1,2,0,0
2588,0,0,0,2,0
2589,0,0,2,0,0
2590,0,0,19,3,0
2591,0,1,0,0,0
2592,0,102,13,0,0
2593,0,1,0,0,0
2594,0,13,17,0,4
2595,2,0,9,13,0
2596,0,1,1,0,0
2597,8,1,0,0,6
2598,0,2,16,2,0
2599,5,38,0,0,0
2600,0,3,0,0,6
2601,11,0,0,0,3
2602,0,0,6,6,3
2603,2,39,15,2,161
2604,0,0,0,0,0
2605,5,0,0,1,0
2606,0,0,7,0,5
2607,10,25,0,52,4
2608,0,2,0,0,27
2609,13,1,0,1,0
2610,0,0,1,77,4
2611,5,72,0,24,1
2612,0,0,9,0,1
2613,2,0,0,0,0
2614,1,0,0,12,4
2615,0,0,0,1,0
2616,0,0,8,23,1
2617,0,26,0,0,0
2618,0,0,0,0,0
2619,211,0,4,57,0
2620,0,2,0,0,8
2621,1,0,0,0,4
2622,5,0,1,0,0
2623,2,20,0,9,6
2624,0,4,1,0,1
2625,4,0,5,0,0
2626,0,0,30,0,0
2627,2,1,0,3,10
2628,0,0,7,0,0
2629,0,0,0,9,0
2630,0,6,0,47,3
2631,0,0,0,30,60
2632,17,1,2,0,0
2633,0,0,0,2,0
2634,18,0,0,1,0
2635,1,0,7,13,0
2636,2,4,3,0,8
2637,0,48,0,2,3
2638,0,0,0,0,0
2639,2,0,1,0,9
2640,0,34,6,0,2
2641,0,14,10,0,26
2642,0,4,0,6,1
2643,1,1,24,0,2
2644,19,0,0,1,0
2645,0,1,21,1,8
2646,0,5,0,0,8
2647,26,0,3,4,10
2648,6,0,9,0,5
2649,8,26,0,0,0
2650,0,6,7,0,0
2651,0,0,65,1,0
2652,6,50,7,0,3
2653,0,3,1,15,1
2654,0,1,0,0,0
2655,0,1,0,1,3
2656,1,113,0,0,2
2657,1,3,18,4,0
2658,0,0,1,0,0
2659,0,21,0,0,33
2660,0,10,0,0,1
2661,8,0,1,1,6
2662,1,0,8,1,0
2663,1,8,2,0,0
2664,0,0,7,0,2
2665,5,4,1,2,1
2666,42,9,0,1,0
2667,0,1,1,0,0
2668,0,2,0,0,0
2669,16,29,7,0,0
2670,0,0,0,0,0
2671,0,0,32,0,1
2672,26,12,33,2,12
2673,137,0,0,0,0
2674,2,0,1,1,0
2675,0,0,0,0,0
2676,0,2,0,1,0
2677,0,4,0,0,0
2678,1,3,0,0,60
2679,10,2,0,0,1
2680,1,3,0,0,185
2681,19,4,0,0,0
2682,133,0,1,2,91
2683,7,0,5,0,0
2684,0,0,14,0,14
2685,1,0,5,0,8
2686,0,0,0,0,34
2687,27,71,0,31,5
2688,0,0,5,1,8
2689,34,0,1,0,0
2690,1,63,2,7,0
2691,0,0,19,0,1
2692,3,0,0,0,0
2693,0,0,26,0,0
2694,0,12,0,0,0
2695,0,29,1,0,0
2696,1,10,0,0,0
2697,35,0,74,0,4
2698,2,0,0,0,51
2699,0,0,0,0,0
2700,14,16,0,0,1
2701,0,0,28,123,0
2702,2,1,8,1,0
2703,9,2,0,0,0
2704,22,0,40,0,2
2705,0,2,0,2,56
2706,25,0,25,0,1
2707,0,0,0,0,0
2708,0,0,0,0,0
2709,0,1,4,0,3
2710,0,7,0,5,0
2711,112,24,0,0,85
2712,0,47,7,67,0
2713,3,5,0,0,62
2714,4,11,13,17,11
2715,75,0,5,0,0
2716,0,4,0,1,0
2717,1,0,0,4,0
2718,6,0,0,6,29
2719,0,5,18,1,0
2720,21,0,43,1,1
2721,3,0,1,0,0
2722,0,0,17,0,2
2723,7,0,0,0,0
2724,0,0,0,0,3
2725,1,130,24,20,0
2726,0,2,38,0,0
2727,0,0,1,0,0
2728,0,0,0,0,3
2729,0,0,0,1,8
2730,26,7,0,0,13
2731,1,0,10,0,3
2732,3,3,0,8,1
2733,0,1,2,0,0
2734,4,7,0,0,0
2735,12,0,0,2,2
2736,0,0,50,4,0
2737,0,4,0,0,6
2738,0,0,0,0,0
2739,58,3,0,1,0
2740,0,0,0,9,1
2741,1,1,3,0,113
2742,0,0,0,0,1
2743,0,0,0,0,0
2744,15,0,0,10,0
2745,13,6,0,0,0
2746,24,0,0,1,1
2747,0,45,17,7,0
2748,0,0,0,0,0
2749,0,0,0,0,5
2750,9,2,7,51,0
2751,0,0,7,1,1
2752,0,2,0,12,0
2753,0,0,0,1,0
2754,0,6,4,0,13
2755,0,0,1,0,0
2756,2,0,0,0,22
2757,10,0,1,0,3
2758,22,0,3,0,0
2759,14,0,0,0,1
2760,0,15,2,0,1
2761,20,0,0,0,4
2762,0,15,0,4,0
2763,0,0,0,0,0
2764,0,4,0,0,1
2765,0,0,16,0,22
2766,0,0,0,0,2
2767,0,1,0,0,0
2768,162,0,31,1,9
2769,0,0,3,7,20
2770,0,1,4,0,2
2771,2,3,24,0,5
2772,13,1,1,0,5
2773,0,0,0,0,0
2774,0,15,0,0,0
2775,1,0,1,11,0
2776,0,0,1,0,0
2777,0,0,0,1,0
2778,0,0,0,24,1
2779,65,0,1,0,48
2780,0,2,0,0,4
2781,0,26,2,0,0
2782,4,0,0,0,0
2783,2,15,0,1,11
2784,0,0,0,2,2
2785,23,51,2,15,0
2786,0,0,13,9,4
2787,0,0,1,0,0
2788,1,0,12,0,22
2789,0,1,0,181,0
2790,1,1,0,0,52
2791,16,40,0,0,0
2792,0,0,9,12,1
2793,0,0,0,0,20
2794,2,0,0,58,2
2795,11,1,1,0,0
2796,12,68,6,91,29
2797,7,0,0,0,1
2798,4,3,7,0,0
2799,0,0,0,18,0
2800,3,0,5,0,0
2801,1,0,0,0,0
2802,0,0,17,3,1
2803,0,0,0,10,68
2804,45,0,0,0,6
2805,0,1,0,0,1
2806,0,0,0,7,15
2807,7,0,0,0,13
2808,0,0,5,0,0
2809,4,0,0,0,1
2810,0,4,0,5,1
2811,0,0,2,0,0
2812,0,25,1,0,1
2813,0,0,7,0,0
2814,13,1,89,3,0
2815,0,0,0,1,0
2816,47,6,0,2,0
2817,0,5,36,2,0
2818,0,17,7,27,0
2819,1,0,0,9,4
2820,0,0,16,78,13
2821,0,0,0,0,2
2822,18,0,51,0,0
2823,0,2,13,0,52
2824,7,0,1,0,0
2825,5,0,5,0,1
2826,16,90,0,4,12
2827,0,0,0,0,1
2828,0,0,0,15,0
2829,3,1,0,7,0
2830,9,0,1,12,2
2831,3,0,0,0,1
2832,0,49,10,1,0
2833,2,1,16,20,0
2834,0,49,11,0,0
2835,0,2,0,0,0
2836,25,0,7,3,37
2837,0,1,1,0,9
2838,0,0,0,0,5
2839,5,4,0,14,0
2840,0,2,6,1,50
2841,1,1,0,0,0
2842,0,0,0,0,9
2843,203,2,0,0,0
2844,0,0,0,0,0
2845,1,0,16,0,8
2846,0,1,4,0,0
2847,0,1,4,1,0
2848,0,13,0,15,4
2849,0,0,1,0,0
2850,0,0,20,10,76
2851,0,5,0,6,0
2852,0,0,0,1,0
2853,0,0,1,0,0
2854,0,4,1,0,0
2855,0,0,0,0,1
2856,0,11,0,9,9
2857,0,0,8,0,0
2858,3,0,10,2,10
2859,1,0,6,0,1
2860,0,6,0,10,0
2861,0,5,1,0,1
2862,15,2,0,2,0
2863,0,8,0,0,50
2864,1,26,0,0,21
2865,3,2,12,0,0
2866,0,0,2,0,0
2867,2,51,0,0,21
2868,0,0,0,1,10
2869,0,0,0,8,28
2870,0,1,0,0,0
2871,0,0,44,0,4
2872,19,0,1,0,11
2873,2,0,1,0,4
2874,9,1,3,0,32
2875,0,0,31,1,0
2876,2,79,0,2,0
2877,2,0,0,6,0
2878,0,11,0,78,0
2879,0,0,0,2,2
2880,0,1,0,1,39
2881,70,0,5,0,7
2882,0,2,8,5,0
2883,12,26,0,0,0
2884,10,0,0,0,11
2885,0,1,40,0,0
2886,0,0,2,56,0
2887,0,10,0,0,4
2888,7,16,35,47,0
2889,0,42,0,0,0
2890,6,1,0,0,0
2891,0,0,3,18,11
2892,12,0,0,0,0
2893,12,0,2,0,0
2894,0,0,0,0,3
2895,29,0,0,0,2
2896,0,39,81,5,0
2897,0,0,0,1,13
2898,0,33,0,73,24
2899,42,0,0,148,11
2900,6,8,4,0,1
2901,0,6,0,0,0
2902,5,0,4,5,9
2903,51,0,0,0,0
2904,3,24,5,0,8
2905,0,2,25,0,12
2906,1,1,0,0,7
2907,19,14,0,0,1
2908,0,0,0,0,0
2909,5,29,0,7,0
2910,0,1,5,3,6
2911,5,9,0,1,11
2912,8,0,2,1,0
2913,0,0,0,0,2
2914,0,17,0,0,51
2915,6,3,0,0,6
2916,20,0,3,0,0
2917,8,0,7,1,2
2918,0,0,3,0,2
2919,0,0,5,0,0
2920,1,12,0,0,2
2921,0,0,1,1,6
2922,13,0,5,0,0
2923,0,0,0,0,11
2924,0,2,0,33,0
2925,0,0,17,16,0
2926,4,1,2,6,0
2927,27,34,0,0,0
2928,46,44,8,0,0
2929,2,0,32,23,1
2930,1,0,0,1,25
2931,7,120,0,75,0
2932,3,0,0,39,19
2933,7,0,0,7,0
2934,9,0,0,0,0
2935,0,0,6,10,0
2936,3,10,0,0,1
2937,1,0,0,0,2
2938,0,3,9,0,18
2939,0,0,0,0,28
2940,21,7,0,0,1
2941,2,0,44,2,0
2942,0,0,2,0,25
2943,0,1,0,27,0
2944,0,0,2,1,0
2945,21,13,1,2,0
2946,70,26,2,1,9
2947,1,0,13,2,1
2948,13,0,0,2,0
2949,5,9,2,0,26
2950,0,0,4,10,0
2951,8,0,1,2,0
2952,0,1,2,0,0
2953,1,10,12,46,5
2954,1,0,81,64,0
2955,9,0,0,1,0
2956,7,3,10,0,106
2957,1,1,0,0,0
2958,0,0,2,8,0
2959,0,13,0,0,0
2960,22,157,12,0,0
2961,0,0,2,2,0
2962,0,4,0,0,0
2963,0,0,0,15,0
2964,0,0,0,0,0
2965,7,0,0,0,0
2966,0,4,0,0,0
2967,0,2,3,0,3
2968,0,6,23,1,0
2969,0,9,0,20,3
2970,2,6,0,14,1
2971,1,0,0,0,0
2972,1,0,1,13,3
2973,0,0,0,0,0
2974,0,0,0,5,1
2975,0,3,0,0,7
2976,0,0,0,0,14
2977,0,0,9,14,0
2978,13,1,56,0,0
2979,0,34,0,0,1
2980,0,7,0,10,5
2981,0,0,0,3,36
2982,2,0,0,0,0
2983,5,0,5,0,9
2984,0,17,0,0,24
2985,21,0,0,0,0
2986,0,0,0,3,1
2987,0,0,58,4,6
2988,0,1,2,22,6
2989,4,0,40,12,0
2990,6,0,3,5,0
2991,0,19,0,0,1
2992,4,19,3,0,1
2993,0,0,3,0,0
2994,1,1,3,2,0
2995,3,38,0,30,0
2996,0,0,0,0,12
2997,0,1,5,0,0
2998,0,16,3,0,1
2999,0,5,0,14,0
3000,1,0,5,0,3
3001,10,0,0,0,8
3002,0,10,0,0,5
3003,4,24,3,14,0
3004,5,0,61,0,7
3005,0,6,81,141,1
3006,3,1,0,0,0
3007,40,61,0,0,0
3008,0,0,0,0,6
3009,0,0,1,0,4
3010,1,0,0,0,0
3011,0,0,2,1,0
3012,18,17,6,0,0
3013,0,11,4,0,0
3014,2,45,0,2,3
3015,13,16,27,0,20
3016,18,0,1,39,0
3017,0,3,0,0,20
3018,1,0,8,0,61
3019,0,2,0,0,55
3020,3,60,2,0,6
3021,78,4,0,0,0
3022,1,2,0,0,0
3023,11,0,0,0,0
3024,0,0,0,0,99
3025,0,0,0,3,1
3026,0,1,2,0,5
3027,0,0,0,2,2
3028,0,0,0,0,1
3029,13,0,0,1,10
3030,0,1,3,42,2
3031,0,0,0,0,0
3032,2,0,8,0,0
3033,0,0,0,2,3
3034,1,6,13,0,35
3035,0,0,0,6,0
3036,23,4,5,0,0
3037,10,0,0,4,0
3038,7,0,1,6,83
3039,0,11,1,0,38
3040,0,1,0,0,10
3041,16,238,0,79,0
3042,18,0,3,0,1
3043,6,114,5,7,0
3044,6,0,24,3,9
3045,0,13,0,0,21
3046,0,0,0,2,3
3047,0,0,0,9,0
3048,0,21,1,0,11
3049,0,0,2,0,0
3050,3,5,0,0,0
3051,11,28,0,0,0
3052,0,1,0,2,0
3053,5,0,7,0,1
3054,0,0,0,0,37
3055,0,8,4,3,0
3056,7,0,0,8,0
3057,0,0,42,0,0
3058,2,0,0,0,0
3059,0,0,2,15,0
3060,1,3,0,0,0
3061,4,2,27,34,0
3062,3,55,0,4,0
3063,22,0,0,4,0
3064,0,4,4,2,32
3065,13,0,6,18,8
3066,0,20,0,30,0
3067,5,0,0,0,1
3068,12,1,173,0,0
3069,0,0,1,50,115
3070,0,7,10,0,0
3071,116,4,0,0,0
3072,0,17,0,8,9
3073,1,14,0,1,22
3074,27,15,0,6,7
3075,0,0,6,0,0
3076,4,0,26,0,0
3077,0,0,3,1,0
3078,0,4,0,59,65
3079,0,0,8,0,0
3080,17,0,0,0,0
3081,0,45,31,0,4
3082,8,0,8,3,0
3083,4,12,7,0,0
3084,2,0,5,0,0
3085,11,0,0,2,0
3086,0,3,38,14,12
3087,0,0,0,1,0
3088,0,0,0,0,8
3089,14,0,0,0,0
3090,0,1,6,3,100
3091,0,23,0,0,5
3092,26,6,22,0,49
3093,0,0,1,1,0
3094,8,0,0,9,10
3095,0,0,0,0,0
3096,6,0,0,0,0
3097,3,0,0,0,0
3098,3,1,1,0,0
3099,0,0,4,0,0
3100,9,0,0,1,1
3101,5,17,5,0,0
3102,8,0,37,4,0
3103,1,0,32,15,0
3104,6,1,0,1,0
3105,2,84,0,0,6
3106,14,7,0,1,1
3107,12,11,3,0,0
3108,0,0,0,0,0
3109,4,12,0,0,14
3110,0,0,0,3,16
3111,0,0,1,0,4
3112,0,0,0,4,21
3113,37,16,1,3,0
3114,0,0,0,2,1
3115,26,0,12,0,33
3116,8,1,18,1,1
3117,1,0,0,22,5
3118,13,12,1,3,4
3119,3,0,0,0,10
3120,0,1,3,0,0
3121,10,8,10,0,2
3122,0,0,2,0,0
3123,3,1,0,0,35
3124,0,36,5,0,4
3125,15,2,0,18,0
3126,2,124,0,4,3
3127,3,0,0,7,7
3128,0,32,26,0,52
3129,0,1,20,0,2
3130,1,0,1,0,0
3131,0,3,2,0,0
3132,0,2,3,2,3
3133,1,0,0,0,0
3134,0,70,2,13,19
3135,0,16,0,36,0
3136,50,0,20,0,0
3137,235,51,28,198,0
3138,13,0,2,1,2
3139,9,5,0,1,0
3140,0,0,0,0,0
3141,0,0,0,0,0
3142,0,0,17,10,1
3143,0,14,9,0,1
3144,13,67,0,0,0
3145,0,0,0,4,0
3146,0,1,0,0,0
3147,0,0,0,0,0
3148,1,0,0,4,0
3149,0,0,0,0,1
3150,0,0,0,0,0
3151,2,3,1,0,0
3152,0,0,14,8,0
3153,0,47,0,0,0
3154,1,0,0,0,0
3155,0,0,0,0,2
3156,63,76,0,1,3
3157,0,51,2,115,9
3158,2,0,116,0,0
3159,2,0,0,0,0
3160,0,1,4,0,0
3161,0,0,6,5,0
3162,0,0,17,0,43
3163,9,2,0,0,0
3164,0,0,0,4,0
3165,1,1,16,0,19
3166,0,13,0,3,22
3167,14,0,0,0,3
3168,0,2,0,2,0
3169,53,1,30,0,0
3170,0,1,2,0,1
3171,3,0,0,0,0
3172,0,2,13,0,0
3173,9,6,2,1,3
3174,0,0,1,3,59
3175,3,30,0,59,1
3176,0,6,0,2,1
3177,1,0,0,14,4
3178,2,17,0,4,17
3179,3,0,7,0,8
3180,0,4,5,1,12
3181,0,0,4,0,23
3182,0,4,0,9,2
3183,0,0,13,2,21
3184,0,0,1,3,13
3185,1,0,1,0,0
3186,0,16,0,0,0
3187,3,0,1,0,0
3188,7,0,0,0,0
3189,0,0,0,0,10
3190,0,0,3,0,1
3191,0,0,7,0,1
3192,3,0,10,0,0
3193,5,0,0,1,11
3194,0,0,14,9,6
3195,0,0,0,0,0
3196,4,0,0,0,1
3197,0,0,56,0,0
3198,0,1,7,0,0
3199,29,0,0,0,0
3200,5,0,0,11,24
3201,5,0,0,23,0
3202,9,0,18,1,0
3203,0,1,5,1,0
3204,0,0,0,0,11
3205,0,0,7,2,0
3206,0,0,0,8,0
3207,0,2,55,0,0
3208,0,2,0,2,0
3209,5,21,0,0,0
3210,0,0,0,0,0
3211,0,0,0,0,0
3212,0,0,2,0,0
3213,0,0,1,0,0
3214,0,22,0,31,0
3215,2,0,1,0,1
3216,0,51,0,0,0
3217,0,1,2,4,14
3218,9,3,0,0,0
3219,3,0,29,3,1
3220,0,0,1,87,3
3221,1,0,0,2,65
3222,0,11,2,0,0
3223,11,1,0,1,6
3224,18,2,12,54,10
3225,0,0,0,4,4
3226,23,0,2,1,1
3227,7,1,5,1,0
3228,16,0,11,0,1
3229,0,7,0,0,24
3230,0,6,21,0,0
3231,0,31,44,73,0
3232,0,21,25,0,1
3233,0,2,45,0,0
3234,5,5,0,1,0
3235,0,4,0,56,12
3236,0,0,0,16,14
3237,1,0,9,54,3
3238,8,2,6,2,0
3239,0,0,2,0,59
3240,5,26,1,0,1
3241,0,3,0,0,0
3242,0,28,0,4,164
3243,0,2,0,125,0
3244,0,0,0,0,0
3245,0,0,0,2,0
3246,1,0,1,0,1
3247,0,3,0,2,1
3248,3,22,0,0,1
3249,14,0,4,5,17
3250,1,11,0,47,1
3251,0,0,1,0,16
3252,0,0,0,9,6
3253,4,0,0,0,19
3254,0,0,0,0,0
3255,0,0,9,0,2
3256,0,0,4,1,0
3257,2,14,1,0,0
3258,17,2,0,19,2
3259,18,23,0,1,0
3260,0,0,0,37,0
3261,0,7,0,9,12
3262,0,4,0,0,1
3263,0,0,12,1,2
3264,0,7,6,21,1
3265,1,3,28,84,31
3266,1,12,0,10,2
3267,1,0,0,0,2
3268,0,1,0,3,0
3269,0,1,0,5,0
3270,0,0,0,0,17
3271,0,0,0,38,0
3272,0,21,7,1,0
3273,0,0,14,30,0
3274,21,12,13,0,0
3275,12,0,0,0,0
3276,0,37,138,2,0
3277,1,1,0,0,39
3278,0,0,2,0,1
3279,0,6,55,0,15
3280,27,0,0,12,4
3281,0,2,5,3,0
3282,5,0,0,0,0
3283,7,0,108,1,0
3284,4,8,0,3,18
3285,0,0,1,1,3
3286,0,0,0,1,2
3287,0,33,0,12,12
3288,25,0,81,0,1
3289,0,2,62,0,16
3290,1,56,2,0,31
3291,1,0,0,1,0
3292,0,0,0,61,0
3293,0,2,0,0,17
3294,1,0,0,0,0
3295,24,37,0,1,12
3296,2,3,0,0,0
3297,0,0,0,15,0
