definition,event_id,start_date,end_date,duration,peak_tmax,mean_tmax,cumulative_excess,maximum_excess,onset_day_of_year,cessation_day_of_year,start_year,start_month,decade
relative_95p_3d,relative_95p_3d_0139,2023-05-06,2023-05-13,8,40.200424,37.89917475,18.80199700000002,4.670499200000002,126,133,2023,5,2020
relative_95p_3d,relative_95p_3d_0140,2023-05-29,2023-06-07,10,37.900425,36.5514247,12.535495100000013,2.743499100000001,149,158,2023,5,2020
relative_95p_3d,relative_95p_3d_0141,2023-07-18,2023-07-26,9,34.720425,34.18598033333333,7.5344987500000045,1.3645001000000008,199,207,2023,7,2020
relative_95p_3d,relative_95p_3d_0142,2023-07-29,2023-08-01,4,35.930424,35.21792425,7.535999650000008,2.593499350000002,210,213,2023,7,2020
relative_95p_3d,relative_95p_3d_0143,2023-08-29,2023-09-06,9,35.910423,34.85153577777778,13.723001749999995,2.6134975500000053,241,249,2023,8,2020
relative_95p_3d,relative_95p_3d_0144,2023-09-09,2023-09-11,3,34.680424,34.06375766666667,1.6580004500000172,1.2390000000000043,252,254,2023,9,2020
relative_95p_3d,relative_95p_3d_0145,2023-10-31,2023-11-04,5,34.110424,33.0044242,5.067997200000011,2.0144989000000066,304,308,2023,10,2020
relative_95p_3d,relative_95p_3d_0146,2023-11-13,2023-11-15,3,31.940426,31.730425666666665,1.5285024500000048,0.7135014500000025,317,319,2023,11,2020
relative_95p_3d,relative_95p_3d_0147,2023-11-26,2023-11-28,3,30.670425,30.403758333333332,2.9659995500000065,1.3424994500000054,330,332,2023,11,2020
relative_95p_3d,relative_95p_3d_0148,2023-11-30,2023-12-04,5,30.280424,29.6044252,3.6850002000000046,1.3399980000000014,334,338,2023,11,2020
relative_95p_3d,relative_95p_3d_0149,2023-12-28,2023-12-30,3,27.770426,27.380425000000002,1.5779994500000036,0.9345010000000009,362,364,2023,12,2020
relative_95p_3d,relative_95p_3d_0150,2024-04-19,2024-04-21,3,38.170425,37.51709233333333,1.5470027000000073,1.1535003500000016,110,112,2024,4,2020
relative_95p_3d,relative_95p_3d_0151,2024-04-24,2024-04-26,3,37.770424,37.68375766666666,2.3149991000000014,0.8505010000000013,115,117,2024,4,2020
relative_95p_3d,relative_95p_3d_0152,2024-04-28,2024-05-01,4,38.750423,38.640424499999995,8.044998550000003,2.254499100000004,119,122,2024,4,2020
relative_95p_3d,relative_95p_3d_0153,2024-05-15,2024-05-17,3,36.750423,36.440422999999996,3.449497000000001,1.5024985499999985,136,138,2024,5,2020
relative_95p_3d,relative_95p_3d_0154,2024-05-23,2024-05-25,3,37.490425,37.053759,4.714000750000004,2.004499100000004,144,146,2024,5,2020
relative_95p_3d,relative_95p_3d_0155,2024-06-23,2024-06-27,5,34.630424,34.090424199999994,3.3809936500000006,1.2399969999999954,175,179,2024,6,2020
relative_95p_3d,relative_95p_3d_0156,2024-07-13,2024-07-20,8,35.650425,34.192924500000004,7.362994900000004,2.3390006500000027,195,202,2024,7,2020
relative_95p_3d,relative_95p_3d_0157,2024-07-25,2024-07-28,4,35.040424,34.44792425,4.575995250000005,1.7444989000000035,207,210,2024,7,2020
relative_95p_3d,relative_95p_3d_0158,2024-08-13,2024-08-15,3,35.040424,34.287091333333336,2.504998900000011,1.5559991000000082,226,228,2024,8,2020
relative_95p_3d,relative_95p_3d_0159,2024-08-29,2024-08-31,3,34.870426,34.377093,3.157007649999997,1.5280024500000025,242,244,2024,8,2020
relative_95p_3d,relative_95p_3d_0160,2024-09-06,2024-09-12,7,35.160423,34.326139142857144,5.850501450000017,1.7734975500000019,250,256,2024,9,2020
relative_95p_3d,relative_95p_3d_0161,2024-09-17,2024-09-20,4,37.650425,35.700425249999995,7.566000449999997,3.8290000000000006,261,264,2024,9,2020
relative_95p_3d,relative_95p_3d_0162,2024-09-22,2024-09-24,3,35.950424,34.960424999999994,3.675000549999993,2.1334985499999988,266,268,2024,9,2020
relative_95p_3d,relative_95p_3d_0163,2024-10-27,2024-11-01,6,33.150425,32.76875883333333,3.5375024500000123,0.9099999999999966,301,306,2024,10,2020
relative_95p_3d,relative_95p_3d_0164,2024-11-03,2024-11-05,3,32.250423,32.06042433333334,0.6779980999999999,0.4199979999999961,308,310,2024,11,2020
compound_90p_2d,compound_90p_2d_0001,1972-05-11,1972-05-12,2,36.150425,35.830425500000004,1.828001999999998,1.2190007999999963,132,133,1972,5,1970
compound_90p_2d,compound_90p_2d_0002,1972-05-16,1972-05-18,3,37.200424,37.10375833333333,6.646000999999991,2.2890007999999966,137,139,1972,5,1970
compound_90p_2d,compound_90p_2d_0003,1972-06-09,1972-06-11,3,35.470425,35.13709133333333,2.8889991999999936,1.2089991999999938,161,163,1972,6,1970
compound_90p_2d,compound_90p_2d_0004,1972-07-25,1972-07-26,2,33.350426,33.2504255,0.7559983999999957,0.4579993999999985,207,208,1972,7,1970
compound_90p_2d,compound_90p_2d_0005,1972-11-25,1972-11-26,2,30.310425,30.155425,1.970001,1.1900009999999988,330,331,1972,11,1970
compound_90p_2d,compound_90p_2d_0006,1972-12-20,1972-12-21,2,28.450424,27.980425,1.5379989999999992,1.2689979999999998,355,356,1972,12,1970
compound_90p_2d,compound_90p_2d_0007,1972-12-30,1973-01-01,3,29.350426,28.237091666666668,5.705998199999996,3.049000999999997,365,1,1972,12,1970
compound_90p_2d,compound_90p_2d_0008,1973-01-08,1973-01-09,2,28.180426,28.140425999999998,3.5010011999999975,1.8360011000000007,8,9,1973,1,1970
compound_90p_2d,compound_90p_2d_0009,1973-02-14,1973-02-16,3,31.950424,31.073757666666666,2.200998999999996,1.6189989999999987,45,47,1973,2,1970
compound_90p_2d,compound_90p_2d_0010,1973-04-06,1973-04-09,4,37.460426,36.7879255,3.161996599999995,1.4769991000000005,96,99,1973,4,1970
compound_90p_2d,compound_90p_2d_0011,1975-05-08,1975-05-10,3,39.250423,38.56042466666667,10.569001899999996,4.136998699999992,128,130,1975,5,1970
compound_90p_2d,compound_90p_2d_0012,1977-09-05,1977-09-06,2,34.470425,33.820425,1.6059999999999945,1.4470007999999979,248,249,1977,9,1970
compound_90p_2d,compound_90p_2d_0013,1978-11-24,1978-11-26,3,30.110424,29.927091666666666,2.09,0.8899989999999995,328,330,1978,11,1970
compound_90p_2d,compound_90p_2d_0014,1979-05-24,1979-05-27,4,38.590424,38.01042475,12.034999299999996,3.565000099999999,144,147,1979,5,1970
compound_90p_2d,compound_90p_2d_0015,1979-05-29,1979-05-30,2,40.040424,39.4704245,8.848001600000003,4.969000800000003,149,150,1979,5,1970
compound_90p_2d,compound_90p_2d_0016,1979-06-01,1979-06-05,5,39.710426,39.1964256,21.898004099999994,5.0080018999999965,152,156,1979,6,1970
compound_90p_2d,compound_90p_2d_0017,1979-06-21,1979-06-23,3,34.830425,33.913758333333334,2.193000099999999,1.6570000999999976,172,174,1979,6,1970
compound_90p_2d,compound_90p_2d_0018,1979-08-11,1979-08-13,3,36.380424,34.327090999999996,4.099995,3.4199979999999996,223,225,1979,8,1970
compound_90p_2d,compound_90p_2d_0019,1979-11-23,1979-11-27,5,31.270426,30.632425,7.014998300000002,2.0500010000000017,327,331,1979,11,1970
compound_90p_2d,compound_90p_2d_0020,1980-04-15,1980-04-16,2,37.330425,36.830425,1.3840019999999953,1.1480009999999936,106,107,1980,4,1980
compound_90p_2d,compound_90p_2d_0021,1981-06-13,1981-06-14,2,34.410423,34.3404235,0.7499959999999959,0.48999799999999993,164,165,1981,6,1980
compound_90p_2d,compound_90p_2d_0022,1983-07-12,1983-07-14,3,33.940426,33.600424333333336,2.2299989999999994,1.0800020000000004,193,195,1983,7,1980
compound_90p_2d,compound_90p_2d_0023,1985-03-07,1985-03-09,3,34.360424,34.23042433333333,1.330997900000007,0.6159998000000044,66,68,1985,3,1980
compound_90p_2d,compound_90p_2d_0024,1985-12-17,1985-12-18,2,27.820425,27.780425,0.5639990999999966,0.38799919999999943,351,352,1985,12,1980
compound_90p_2d,compound_90p_2d_0025,1985-12-26,1985-12-27,2,27.010426,26.9904255,0.7150018999999936,0.4760018999999964,360,361,1985,12,1980
compound_90p_2d,compound_90p_2d_0026,1986-01-30,1986-01-31,2,28.460424,28.445425,0.6369992000000018,0.35899820000000204,30,31,1986,1,1980
compound_90p_2d,compound_90p_2d_0027,1986-06-07,1986-06-08,2,34.940426,34.8854255,0.8550047000000021,0.4360029000000054,158,159,1986,6,1980
compound_90p_2d,compound_90p_2d_0028,1987-01-10,1987-01-11,2,27.630424,27.3104245,1.5869998999999986,1.0899999999999999,10,11,1987,1,1980
compound_90p_2d,compound_90p_2d_0029,1987-04-04,1987-04-06,3,37.990425,37.553757999999995,4.759996100000002,2.006998100000004,94,96,1987,4,1980
compound_90p_2d,compound_90p_2d_0030,1987-05-18,1987-05-20,3,36.550426,35.813758666666665,2.7070063999999974,1.6390028,138,140,1987,5,1980
compound_90p_2d,compound_90p_2d_0031,1987-06-15,1987-06-17,3,34.790424,34.400425000000006,1.838000000000001,1.009998000000003,166,168,1987,6,1980
compound_90p_2d,compound_90p_2d_0032,1987-06-27,1987-06-30,4,33.950424,33.2154245,1.6079972999999939,1.1189990999999964,178,181,1987,6,1980
compound_90p_2d,compound_90p_2d_0033,1990-01-28,1990-01-30,3,29.770426,28.883758666666665,2.6239993000000013,1.779001000000001,28,30,1990,1,1990
compound_90p_2d,compound_90p_2d_0034,1991-03-20,1991-03-21,2,36.420425,36.120424,1.6280008999999964,1.1280008999999964,79,80,1991,3,1990
compound_90p_2d,compound_90p_2d_0035,1992-08-12,1992-08-13,2,33.920425,33.790424,1.6599960000000067,0.9599990000000034,225,226,1992,8,1990
compound_90p_2d,compound_90p_2d_0036,1992-08-30,1992-08-31,2,33.990425,33.650425,1.2160009000000045,0.9299999999999997,243,244,1992,8,1990
compound_90p_2d,compound_90p_2d_0037,1993-02-14,1993-02-18,5,32.430424,31.454425200000003,4.958002799999992,1.8389989000000035,45,49,1993,2,1990
compound_90p_2d,compound_90p_2d_0038,1994-01-13,1994-01-14,2,28.010426,27.9104255,2.6790008999999984,1.4190009000000003,13,14,1994,1,1990
compound_90p_2d,compound_90p_2d_0039,1994-05-05,1994-05-07,3,35.480427,35.38709266666667,0.49000379999999666,0.23500169999999798,125,127,1994,5,1990
compound_90p_2d,compound_90p_2d_0040,1995-04-30,1995-05-04,5,37.260426,36.5164246,4.228994400000005,1.777999400000006,120,124,1995,4,1990
compound_90p_2d,compound_90p_2d_0041,1995-09-14,1995-09-15,2,33.690426,33.495426,0.5270021999999983,0.468001000000001,257,258,1995,9,1990
compound_90p_2d,compound_90p_2d_0042,1996-04-19,1996-04-21,3,37.540424,37.100424333333336,2.2499950000000055,1.1899980000000028,110,112,1996,4,1990
compound_90p_2d,compound_90p_2d_0043,1996-09-13,1996-09-15,3,35.170425,34.740425,4.555001099999991,1.9480000000000004,257,259,1996,9,1990
compound_90p_2d,compound_90p_2d_0044,1996-11-04,1996-11-05,2,31.980427,31.905426,0.9600030000000004,0.5800020000000004,309,310,1996,11,1990
compound_90p_2d,compound_90p_2d_0045,1997-08-03,1997-08-04,2,34.320423,33.770424,1.646997699999993,1.3579968999999963,215,216,1997,8,1990
compound_90p_2d,compound_90p_2d_0046,1998-10-05,1998-10-14,10,34.360424,33.7454246,8.231001899999988,1.4359989000000013,278,287,1998,10,1990
compound_90p_2d,compound_90p_2d_0047,1998-10-18,1998-10-19,2,32.960426,32.870425999999995,0.4970027999999971,0.3690017999999995,291,292,1998,10,1990
compound_90p_2d,compound_90p_2d_0048,1998-10-25,1998-10-26,2,32.260426,32.195425,0.22699920000000162,0.20000100000000032,298,299,1998,10,1990
compound_90p_2d,compound_90p_2d_0049,1998-11-16,1998-11-21,6,32.230427,31.53042566666667,8.972004899999998,2.1680019999999978,320,325,1998,11,1990
compound_90p_2d,compound_90p_2d_0050,1999-04-25,1999-04-29,5,37.050426,36.6064254,1.6920006999999941,0.7000000000000028,115,119,1999,4,1990
compound_90p_2d,compound_90p_2d_0051,1999-05-01,1999-05-03,3,37.390427,36.57042566666667,2.6940013000000107,1.908000400000006,121,123,1999,5,1990
compound_90p_2d,compound_90p_2d_0052,1999-05-31,1999-06-01,2,35.430424,35.190424,0.4460004999999967,0.4089998000000037,151,152,1999,5,1990
compound_90p_2d,compound_90p_2d_0053,2000-07-03,2000-07-05,3,34.090424,33.85375866666667,3.643002099999997,1.4889981999999975,185,187,2000,7,2000
compound_90p_2d,compound_90p_2d_0054,2000-08-24,2000-08-25,2,34.420425,33.795425,1.4870011000000076,1.3500020000000035,237,238,2000,8,2000
compound_90p_2d,compound_90p_2d_0055,2000-10-15,2000-10-16,2,34.090424,33.9154245,2.257998999999998,1.3089981999999978,289,290,2000,10,2000
compound_90p_2d,compound_90p_2d_0056,2001-07-05,2001-07-06,2,33.050426,33.040426,0.8780003999999977,0.4490002000000004,186,187,2001,7,2000
compound_90p_2d,compound_90p_2d_0057,2001-08-18,2001-08-19,2,33.070423,33.0404245,0.19899719999999377,0.12999699999999592,230,231,2001,8,2000
compound_90p_2d,compound_90p_2d_0058,2001-09-28,2001-09-29,2,34.720425,34.1654245,1.9159989000000053,1.5069991000000016,271,272,2001,9,2000
compound_90p_2d,compound_90p_2d_0059,2002-01-19,2002-01-21,3,27.480425,27.280424666666665,1.2929990000000018,0.5170008999999993,19,21,2002,1,2000
compound_90p_2d,compound_90p_2d_0060,2002-11-29,2002-11-30,2,29.400425,29.110425,0.5990000000000002,0.5400010000000002,333,334,2002,11,2000
compound_90p_2d,compound_90p_2d_0061,2003-08-05,2003-08-07,3,34.160423,33.95375833333333,3.0149974999999998,1.2389980999999963,217,219,2003,8,2000
compound_90p_2d,compound_90p_2d_0062,2004-03-28,2004-03-29,2,36.430424,36.2904245,0.8890001999999981,0.610001000000004,88,89,2004,3,2000
compound_90p_2d,compound_90p_2d_0063,2005-06-10,2005-06-11,2,35.170425,34.8554245,1.4500000000000028,1.010002,161,162,2005,6,2000
compound_90p_2d,compound_90p_2d_0064,2005-10-09,2005-10-10,2,33.580425,33.515424499999995,1.1739997999999972,0.6759999000000008,282,283,2005,10,2000
compound_90p_2d,compound_90p_2d_0065,2006-01-18,2006-01-19,2,28.200424,27.6454245,1.8269988999999995,1.4669989,18,19,2006,1,2000
compound_90p_2d,compound_90p_2d_0066,2006-02-15,2006-02-17,3,32.180424,31.687090666666666,3.685997799999999,1.8289979999999986,46,48,2006,2,2000
compound_90p_2d,compound_90p_2d_0067,2006-02-22,2006-02-28,7,35.250423,33.243282,10.119999399999994,3.1579983999999968,53,59,2006,2,2000
compound_90p_2d,compound_90p_2d_0068,2006-06-30,2006-07-02,3,34.560425,33.56375766666667,2.5329976000000016,1.8479989000000003,181,183,2006,6,2000
compound_90p_2d,compound_90p_2d_0069,2007-04-03,2007-04-04,2,36.190426,36.150425,0.46300100000000555,0.2560019000000011,93,94,2007,4,2000
compound_90p_2d,compound_90p_2d_0070,2007-05-30,2007-05-31,2,35.940426,35.7604255,1.4280036000000038,0.8690028000000041,150,151,2007,5,2000
compound_90p_2d,compound_90p_2d_0071,2007-06-26,2007-06-27,2,34.560425,34.130424500000004,2.525999200000001,1.7290001000000004,177,178,2007,6,2000
compound_90p_2d,compound_90p_2d_0072,2007-07-10,2007-07-14,5,33.520424,33.1744248,1.6089997999999994,0.6599999999999966,191,195,2007,7,2000
compound_90p_2d,compound_90p_2d_0073,2007-08-04,2007-08-05,2,34.770424,34.3854235,2.917997899999989,1.8489990999999932,216,217,2007,8,2000
compound_90p_2d,compound_90p_2d_0074,2007-08-31,2007-09-01,2,33.370426,33.2154255,0.3460019000000045,0.31000099999999975,243,244,2007,8,2000
compound_90p_2d,compound_90p_2d_0075,2007-10-03,2007-10-06,4,34.000423,33.585424,2.0529960999999943,0.9869971999999976,276,279,2007,10,2000
compound_90p_2d,compound_90p_2d_0076,2008-04-29,2008-04-30,2,36.430424,36.280424,0.4949960999999945,0.485997900000001,120,121,2008,4,2000
compound_90p_2d,compound_90p_2d_0077,2008-12-06,2008-12-13,8,29.090425,28.570425,4.7090002000000055,1.0800000000000018,341,348,2008,12,2000
compound_90p_2d,compound_90p_2d_0078,2009-02-25,2009-02-27,3,33.310425,33.123759,3.6360031999999975,1.4960019999999972,56,58,2009,2,2000
compound_90p_2d,compound_90p_2d_0079,2009-04-23,2009-04-25,3,36.900425,36.680425,1.045999799999997,0.5700000000000003,113,115,2009,4,2000
compound_90p_2d,compound_90p_2d_0080,2009-05-08,2009-05-09,2,37.430424,37.3354245,4.514000799999998,2.3870001000000016,128,129,2009,5,2000
compound_90p_2d,compound_90p_2d_0081,2009-06-16,2009-06-25,10,36.380424,34.368424600000004,10.430997199999993,2.8889991999999936,167,176,2009,6,2000
compound_90p_2d,compound_90p_2d_0082,2009-07-18,2009-07-20,3,34.380424,33.787091333333336,2.5559972999999943,1.418998099999996,199,201,2009,7,2000
compound_90p_2d,compound_90p_2d_0083,2009-07-24,2009-07-26,3,34.140427,33.477091666666674,1.8359964000000062,1.2480004000000022,205,207,2009,7,2000
compound_90p_2d,compound_90p_2d_0084,2009-09-12,2009-09-13,2,34.930424,34.440424,2.4879978999999963,1.7279999000000004,255,256,2009,9,2000
compound_90p_2d,compound_90p_2d_0085,2009-09-27,2009-10-01,5,34.720425,33.962424600000006,3.841999500000007,1.5190008000000006,270,274,2009,9,2000
compound_90p_2d,compound_90p_2d_0086,2009-11-03,2009-11-04,2,32.910423,32.6804235,2.444998799999997,1.4449988000000005,307,308,2009,11,2000
compound_90p_2d,compound_90p_2d_0087,2009-11-14,2009-11-16,3,32.660423,32.06042466666667,4.775998899999998,2.0789979999999986,318,320,2009,11,2000
compound_90p_2d,compound_90p_2d_0088,2010-03-02,2010-03-03,2,33.760426,33.720425000000006,1.4340012000000044,0.7519986000000003,61,62,2010,3,2010
compound_90p_2d,compound_90p_2d_0089,2010-03-05,2010-03-07,3,34.700424,34.28042466666667,2.333998000000001,1.0559978,64,66,2010,3,2010
compound_90p_2d,compound_90p_2d_0090,2010-03-22,2010-03-24,3,36.510426,36.31709166666667,2.2319986000000043,0.8679994000000022,81,83,2010,3,2010
compound_90p_2d,compound_90p_2d_0091,2010-04-08,2010-04-14,7,38.040424,36.69042528571429,5.083002099999987,2.068998800000003,98,104,2010,4,2010
compound_90p_2d,compound_90p_2d_0092,2010-04-20,2010-04-23,4,37.690426,37.442924250000004,4.387993900000005,1.3400000000000034,110,113,2010,4,2010
compound_90p_2d,compound_90p_2d_0093,2010-05-10,2010-05-13,4,36.210426,35.732925249999994,3.250001299999994,1.279001799999996,130,133,2010,5,2010
compound_90p_2d,compound_90p_2d_0094,2010-06-09,2010-06-10,2,34.830425,34.650425,0.8790011999999905,0.5689991999999933,160,161,2010,6,2010
compound_90p_2d,compound_90p_2d_0095,2010-07-14,2010-07-17,4,33.800426,33.3504255,1.9490037999999998,0.9299999999999997,195,198,2010,7,2010
compound_90p_2d,compound_90p_2d_0096,2010-07-27,2010-07-28,2,34.560425,34.0104255,2.2759987999999893,1.6879988999999966,208,209,2010,7,2010
compound_90p_2d,compound_90p_2d_0097,2010-08-08,2010-08-10,3,34.700424,34.03042466666667,3.2859980999999863,1.778999099999993,220,222,2010,8,2010
compound_90p_2d,compound_90p_2d_0098,2010-10-02,2010-10-04,3,34.940426,34.36709200000001,3.665001700000005,1.7880010000000013,275,277,2010,10,2010
compound_90p_2d,compound_90p_2d_0099,2010-10-18,2010-10-21,4,33.350426,33.087926,2.0430031,0.7590018000000001,291,294,2010,10,2010
compound_90p_2d,compound_90p_2d_0100,2010-11-17,2010-11-18,2,30.480425,30.3754255,0.4480010000000014,0.41799999999999926,321,322,2010,11,2010
compound_90p_2d,compound_90p_2d_0101,2011-07-10,2011-07-11,2,34.820423,33.995424,2.298997800000002,1.9699969999999993,191,192,2011,7,2010
compound_90p_2d,compound_90p_2d_0102,2011-07-27,2011-07-29,3,33.790424,33.44042433333333,1.6639976999999888,0.8780008999999964,208,210,2011,7,2010
compound_90p_2d,compound_90p_2d_0103,2011-07-31,2011-08-02,3,35.470425,34.163758666666666,3.5009984000000003,2.4490008000000003,212,214,2011,7,2010
compound_90p_2d,compound_90p_2d_0104,2011-09-12,2011-09-13,2,34.860424,34.535425000000004,2.677999899999996,1.6579999,255,256,2011,9,2010
compound_90p_2d,compound_90p_2d_0105,2011-12-28,2011-12-29,2,28.530424,28.440424999999998,4.0669998999999954,2.1469998999999973,362,363,2011,12,2010
compound_90p_2d,compound_90p_2d_0106,2012-03-06,2012-03-07,2,35.050426,34.6354255,2.172000000000004,1.5960012000000035,66,67,2012,3,2010
compound_90p_2d,compound_90p_2d_0107,2012-06-12,2012-06-14,3,34.290424,34.147092,0.4569990999999973,0.36999899999999997,164,166,2012,6,2010
compound_90p_2d,compound_90p_2d_0108,2012-06-30,2012-07-01,2,34.140427,33.7854255,2.0779989000000043,1.4280009000000007,182,183,2012,6,2010
compound_90p_2d,compound_90p_2d_0109,2012-09-01,2012-09-02,2,33.350426,33.3004245,0.4889980999999892,0.29900009999999355,245,246,2012,9,2010
compound_90p_2d,compound_90p_2d_0110,2012-09-27,2012-09-28,2,33.760426,33.4904255,0.5780026000000049,0.5590018000000043,271,272,2012,9,2010
compound_90p_2d,compound_90p_2d_0111,2013-06-16,2013-06-18,3,35.390427,35.070426,4.259003200000002,1.7100030000000004,167,169,2013,6,2010
compound_90p_2d,compound_90p_2d_0112,2013-07-21,2013-07-23,3,33.900425,33.623759,2.0979991999999896,0.9790000999999933,202,204,2013,7,2010
compound_90p_2d,compound_90p_2d_0113,2013-08-03,2013-08-04,2,33.450424,33.355425,0.8169996999999967,0.518999799999996,215,216,2013,8,2010
compound_90p_2d,compound_90p_2d_0114,2013-08-24,2013-08-25,2,34.210426,33.985426000000004,1.8670031000000051,1.140003,236,237,2013,8,2010
compound_90p_2d,compound_90p_2d_0115,2013-09-22,2013-09-24,3,35.750423,34.383756999999996,3.3279978999999926,2.4799989999999994,265,267,2013,9,2010
compound_90p_2d,compound_90p_2d_0116,2014-05-13,2014-05-14,2,36.380424,36.2204245,2.674996099999994,1.5079978999999923,133,134,2014,5,2010
compound_90p_2d,compound_90p_2d_0117,2014-05-17,2014-05-23,7,36.680424,36.00756728571428,7.849001099999995,1.815000099999999,137,143,2014,5,2010
compound_90p_2d,compound_90p_2d_0118,2014-06-05,2014-06-06,2,34.990425,34.905424,0.43799889999999664,0.3200000000000003,156,157,2014,6,2010
compound_90p_2d,compound_90p_2d_0119,2014-07-06,2014-07-13,8,34.940426,33.775424875,7.996996000000003,2.0900000000000034,187,194,2014,7,2010
compound_90p_2d,compound_90p_2d_0120,2014-07-25,2014-07-26,2,33.880424,33.6004235,1.4559943999999945,1.0279979999999966,206,207,2014,7,2010
compound_90p_2d,compound_90p_2d_0121,2014-07-31,2014-08-02,3,34.630424,33.80042533333333,2.410998400000004,1.6459972999999977,212,214,2014,7,2010
compound_90p_2d,compound_90p_2d_0122,2014-09-16,2014-09-17,2,34.560425,34.130424500000004,1.7170016999999973,1.2690008000000006,259,260,2014,9,2010
compound_90p_2d,compound_90p_2d_0123,2015-01-02,2015-01-03,2,28.890425,28.305425,4.226999899999996,2.6870008999999975,2,3,2015,1,2010
compound_90p_2d,compound_90p_2d_0124,2015-06-04,2015-06-05,2,35.550426,35.215424999999996,0.9440001999999978,0.7660003000000017,155,156,2015,6,2010
compound_90p_2d,compound_90p_2d_0125,2015-07-13,2015-07-14,2,35.180424,34.455425500000004,3.1900029999999973,2.3200000000000003,194,195,2015,7,2010
compound_90p_2d,compound_90p_2d_0126,2015-08-09,2015-08-11,3,33.590424,33.273758,1.0179981999999939,0.6689990999999935,221,223,2015,8,2010
compound_90p_2d,compound_90p_2d_0127,2015-09-08,2015-09-10,3,34.600426,33.970425999999996,2.7660042999999845,1.5390011999999942,251,253,2015,9,2010
compound_90p_2d,compound_90p_2d_0128,2015-09-17,2015-09-18,2,35.570423,35.285422999999994,3.9979959999999934,2.288997199999997,260,261,2015,9,2010
compound_90p_2d,compound_90p_2d_0129,2015-09-30,2015-10-01,2,34.980427,34.6254255,2.897001799999998,1.7790028000000007,273,274,2015,9,2010
compound_90p_2d,compound_90p_2d_0130,2015-11-30,2015-12-01,2,28.910425,28.840425500000002,0.2170008999999986,0.20800089999999827,334,335,2015,11,2010
compound_90p_2d,compound_90p_2d_0131,2016-02-17,2016-02-21,5,34.000423,32.3824252,7.938000899999992,2.976997099999995,48,52,2016,2,2010
compound_90p_2d,compound_90p_2d_0132,2016-04-24,2016-04-25,2,38.160423,37.560424499999996,2.4579988999999998,1.8299980000000033,115,116,2016,4,2010
compound_90p_2d,compound_90p_2d_0133,2016-04-29,2016-04-30,2,36.590424,36.440424,0.8149960999999948,0.6459978999999976,120,121,2016,4,2010
compound_90p_2d,compound_90p_2d_0134,2016-06-26,2016-06-30,5,34.680424,33.91242460000001,5.404997400000006,1.7769991000000047,178,182,2016,6,2010
compound_90p_2d,compound_90p_2d_0135,2016-08-03,2016-08-04,2,33.980427,33.665426499999995,1.4370026999999936,1.018000899999997,216,217,2016,8,2010
compound_90p_2d,compound_90p_2d_0136,2016-08-13,2016-08-15,3,34.460426,33.88709133333334,2.7979959999999977,1.5179999999999936,226,228,2016,8,2010
compound_90p_2d,compound_90p_2d_0137,2016-08-19,2016-08-20,2,33.140427,33.0904255,0.2660004000000029,0.19900119999999788,232,233,2016,8,2010
compound_90p_2d,compound_90p_2d_0138,2016-08-24,2016-08-25,2,35.260426,34.930426,3.7570031000000057,2.1900030000000044,237,238,2016,8,2010
compound_90p_2d,compound_90p_2d_0139,2016-08-29,2016-08-30,2,34.220425,33.840425499999995,1.5600009999999926,1.1599999999999966,242,243,2016,8,2010
compound_90p_2d,compound_90p_2d_0140,2016-09-15,2016-09-16,2,34.180424,34.110424,1.727000099999998,0.9389991999999978,259,260,2016,9,2010
compound_90p_2d,compound_90p_2d_0141,2016-09-29,2016-10-04,6,34.790424,33.91542483333333,4.488999600000007,1.5889998000000034,273,278,2016,9,2010
compound_90p_2d,compound_90p_2d_0142,2016-10-31,2016-11-03,4,33.440426,33.127925,6.005002799999996,1.8200020000000023,305,308,2016,10,2010
compound_90p_2d,compound_90p_2d_0143,2016-12-23,2016-12-26,4,27.660425,27.5454255,2.5360018999999916,0.7690009999999958,358,361,2016,12,2010
compound_90p_2d,compound_90p_2d_0144,2017-05-23,2017-05-25,3,35.470425,35.350426,1.230002199999987,0.6050010999999955,143,145,2017,5,2010
compound_90p_2d,compound_90p_2d_0145,2017-06-26,2017-06-27,2,33.210426,33.090425499999995,0.44600119999999777,0.3790010999999964,177,178,2017,6,2010
compound_90p_2d,compound_90p_2d_0146,2017-07-15,2017-07-16,2,34.060425,33.725426,1.729003800000001,1.1990008000000003,196,197,2017,7,2010
compound_90p_2d,compound_90p_2d_0147,2017-07-31,2017-08-01,2,33.320423,33.3004245,0.594998099999998,0.2989987999999997,212,213,2017,7,2010
compound_90p_2d,compound_90p_2d_0148,2017-08-04,2017-08-05,2,33.770424,33.725424000000004,1.5979988999999932,0.8489990999999932,216,217,2017,8,2010
compound_90p_2d,compound_90p_2d_0149,2017-08-20,2017-08-21,2,33.800426,33.750425,1.5540004000000067,0.8270012000000051,232,233,2017,8,2010
compound_90p_2d,compound_90p_2d_0150,2017-09-04,2017-09-07,4,33.890427,33.5454255,2.0720018999999965,0.8670028000000016,247,250,2017,9,2010
compound_90p_2d,compound_90p_2d_0151,2017-09-15,2017-09-16,2,35.720425,34.705425500000004,2.917003099999995,2.4680018999999973,258,259,2017,9,2010
compound_90p_2d,compound_90p_2d_0152,2017-09-22,2017-09-26,5,34.630424,34.0964246,4.1160019000000005,1.3780008999999964,265,269,2017,9,2010
