definition,event_id,start_date,end_date,duration,peak_tmax,mean_tmax,cumulative_excess,maximum_excess,onset_day_of_year,cessation_day_of_year,start_year,start_month,decade
operational_36c_1d,operational_36c_1d_0001,1972-04-23,1972-04-25,3,37.170425,36.673758,2.0212739999999982,1.1704250000000016,114,116,1972,4,1970
operational_36c_1d,operational_36c_1d_0002,1972-05-11,1972-05-11,1,36.150425,36.150425,0.15042499999999848,0.15042499999999848,132,132,1972,5,1970
operational_36c_1d,operational_36c_1d_0003,1972-05-13,1972-05-19,7,37.200424,37.09613971428571,7.6729780000000005,1.2004239999999982,134,140,1972,5,1970
operational_36c_1d,operational_36c_1d_0004,1972-06-12,1972-06-12,1,36.120426,36.120426,0.12042600000000192,0.12042600000000192,164,164,1972,6,1970
operational_36c_1d,operational_36c_1d_0005,1973-03-26,1973-03-26,1,36.440426,36.440426,0.4404260000000022,0.4404260000000022,85,85,1973,3,1970
operational_36c_1d,operational_36c_1d_0006,1973-03-31,1973-04-12,13,38.500423,37.05119461538462,13.665530000000011,2.500422999999998,90,102,1973,3,1970
operational_36c_1d,operational_36c_1d_0007,1973-04-16,1973-04-16,1,36.160423,36.160423,0.16042300000000154,0.16042300000000154,106,106,1973,4,1970
operational_36c_1d,operational_36c_1d_0008,1973-04-19,1973-04-19,1,36.110424,36.110424,0.11042400000000185,0.11042400000000185,109,109,1973,4,1970
operational_36c_1d,operational_36c_1d_0009,1973-04-21,1973-04-21,1,36.360424,36.360424,0.36042400000000185,0.36042400000000185,111,111,1973,4,1970
operational_36c_1d,operational_36c_1d_0010,1975-04-03,1975-04-03,1,36.180424,36.180424,0.18042400000000214,0.18042400000000214,93,93,1975,4,1970
operational_36c_1d,operational_36c_1d_0011,1975-04-07,1975-04-11,5,37.890427,37.1784248,5.892124000000003,1.8904270000000025,97,101,1975,4,1970
operational_36c_1d,operational_36c_1d_0012,1975-04-27,1975-05-03,7,38.290424,37.548996428571435,10.842974999999996,2.2904240000000016,117,123,1975,4,1970
operational_36c_1d,operational_36c_1d_0013,1975-05-06,1975-05-11,6,39.250423,38.17542516666666,13.052551000000001,3.250422999999998,126,131,1975,5,1970
operational_36c_1d,operational_36c_1d_0014,1976-03-21,1976-03-21,1,36.080425,36.080425,0.08042499999999819,0.08042499999999819,81,81,1976,3,1970
operational_36c_1d,operational_36c_1d_0015,1976-03-29,1976-03-30,2,36.470425,36.340425499999995,0.680850999999997,0.47042499999999876,89,90,1976,3,1970
operational_36c_1d,operational_36c_1d_0016,1976-04-07,1976-04-10,4,37.650425,36.815425,3.2616999999999976,1.6504249999999985,98,101,1976,4,1970
operational_36c_1d,operational_36c_1d_0017,1976-04-12,1976-04-18,7,38.160423,36.96471071428572,6.752975000000006,2.1604230000000015,103,109,1976,4,1970
operational_36c_1d,operational_36c_1d_0018,1979-03-25,1979-03-27,3,37.820423,37.01042433333333,3.0312729999999988,1.8204229999999981,84,86,1979,3,1970
operational_36c_1d,operational_36c_1d_0019,1979-03-29,1979-04-05,8,39.240425,37.786675,14.293400000000005,3.240425000000002,88,95,1979,3,1970
operational_36c_1d,operational_36c_1d_0020,1979-04-25,1979-04-26,2,36.440426,36.300424500000005,0.6008490000000037,0.4404260000000022,115,116,1979,4,1970
operational_36c_1d,operational_36c_1d_0021,1979-04-28,1979-04-29,2,36.520424,36.315424,0.6308480000000003,0.5204239999999984,118,119,1979,4,1970
operational_36c_1d,operational_36c_1d_0022,1979-05-18,1979-05-20,3,39.250423,38.423758,7.271273999999998,3.250422999999998,138,140,1979,5,1970
operational_36c_1d,operational_36c_1d_0023,1979-05-24,1979-06-05,13,40.180424,38.83657899999999,36.875527,4.180424000000002,144,156,1979,5,1970
operational_36c_1d,operational_36c_1d_0024,1979-08-13,1979-08-13,1,36.380424,36.380424,0.3804239999999979,0.3804239999999979,225,225,1979,8,1970
operational_36c_1d,operational_36c_1d_0025,1980-03-23,1980-03-23,1,36.500423,36.500423,0.5004229999999978,0.5004229999999978,83,83,1980,3,1980
operational_36c_1d,operational_36c_1d_0026,1980-04-07,1980-04-11,5,38.340424,37.8224242,9.112121000000002,2.3404239999999987,98,102,1980,4,1980
operational_36c_1d,operational_36c_1d_0027,1980-04-13,1980-04-13,1,36.540424,36.540424,0.5404240000000016,0.5404240000000016,104,104,1980,4,1980
operational_36c_1d,operational_36c_1d_0028,1980-04-15,1980-04-16,2,37.330425,36.830425,1.6608499999999964,1.3304249999999982,106,107,1980,4,1980
operational_36c_1d,operational_36c_1d_0029,1982-04-01,1982-04-02,2,36.660423,36.3454245,0.690849,0.6604230000000015,91,92,1982,4,1980
operational_36c_1d,operational_36c_1d_0030,1982-05-24,1982-05-25,2,36.260426,36.145426,0.290852000000001,0.2604260000000025,144,145,1982,5,1980
operational_36c_1d,operational_36c_1d_0031,1984-03-19,1984-03-19,1,36.030426,36.030426,0.03042599999999851,0.03042599999999851,79,79,1984,3,1980
operational_36c_1d,operational_36c_1d_0032,1984-03-31,1984-03-31,1,36.560425,36.560425,0.5604250000000022,0.5604250000000022,91,91,1984,3,1980
operational_36c_1d,operational_36c_1d_0033,1984-04-02,1984-04-02,1,37.160423,37.160423,1.1604230000000015,1.1604230000000015,93,93,1984,4,1980
operational_36c_1d,operational_36c_1d_0034,1984-04-05,1984-04-05,1,36.790424,36.790424,0.7904240000000016,0.7904240000000016,96,96,1984,4,1980
operational_36c_1d,operational_36c_1d_0035,1985-03-13,1985-03-13,1,36.340424,36.340424,0.3404239999999987,0.3404239999999987,72,72,1985,3,1980
operational_36c_1d,operational_36c_1d_0036,1986-03-15,1986-03-15,1,36.520424,36.520424,0.5204239999999984,0.5204239999999984,74,74,1986,3,1980
operational_36c_1d,operational_36c_1d_0037,1986-03-28,1986-03-31,4,37.790424,36.935424499999996,3.7416979999999995,1.7904240000000016,87,90,1986,3,1980
operational_36c_1d,operational_36c_1d_0038,1986-04-16,1986-04-16,1,36.510426,36.510426,0.5104260000000025,0.5104260000000025,106,106,1986,4,1980
operational_36c_1d,operational_36c_1d_0039,1987-03-26,1987-03-26,1,37.170425,37.170425,1.1704250000000016,1.1704250000000016,85,85,1987,3,1980
operational_36c_1d,operational_36c_1d_0040,1987-04-03,1987-04-07,5,37.990425,37.2924248,6.462124000000003,1.9904250000000019,93,97,1987,4,1980
operational_36c_1d,operational_36c_1d_0041,1987-05-18,1987-05-18,1,36.550426,36.550426,0.5504260000000016,0.5504260000000016,138,138,1987,5,1980
operational_36c_1d,operational_36c_1d_0042,1987-05-26,1987-05-27,2,36.060425,36.0354255,0.07085100000000466,0.06042500000000217,146,147,1987,5,1980
operational_36c_1d,operational_36c_1d_0043,1988-04-04,1988-04-05,2,36.850426,36.575426,1.1508520000000004,0.8504259999999988,95,96,1988,4,1980
operational_36c_1d,operational_36c_1d_0044,1988-04-08,1988-04-08,1,36.810425,36.810425,0.8104250000000022,0.8104250000000022,99,99,1988,4,1980
operational_36c_1d,operational_36c_1d_0045,1988-04-10,1988-04-10,1,36.020424,36.020424,0.020423999999998443,0.020423999999998443,101,101,1988,4,1980
operational_36c_1d,operational_36c_1d_0046,1988-04-12,1988-04-13,2,37.320423,36.8504235,1.700846999999996,1.3204229999999981,103,104,1988,4,1980
operational_36c_1d,operational_36c_1d_0047,1989-03-27,1989-03-27,1,36.060425,36.060425,0.06042500000000217,0.06042500000000217,86,86,1989,3,1980
operational_36c_1d,operational_36c_1d_0048,1989-04-08,1989-04-08,1,36.020424,36.020424,0.020423999999998443,0.020423999999998443,98,98,1989,4,1980
operational_36c_1d,operational_36c_1d_0049,1989-04-11,1989-04-12,2,36.130424,36.130424,0.26084799999999575,0.13042399999999787,101,102,1989,4,1980
operational_36c_1d,operational_36c_1d_0050,1989-04-14,1989-04-16,3,37.310425,37.187092,3.5612759999999994,1.3104250000000022,104,106,1989,4,1980
operational_36c_1d,operational_36c_1d_0051,1989-04-20,1989-04-20,1,36.290424,36.290424,0.29042400000000157,0.29042400000000157,110,110,1989,4,1980
operational_36c_1d,operational_36c_1d_0052,1989-04-22,1989-04-24,3,37.140427,36.843759,2.531277000000003,1.1404270000000025,112,114,1989,4,1980
operational_36c_1d,operational_36c_1d_0053,1989-05-08,1989-05-08,1,36.250423,36.250423,0.25042299999999784,0.25042299999999784,128,128,1989,5,1980
operational_36c_1d,operational_36c_1d_0054,1991-03-18,1991-03-20,3,36.610424,36.443758333333335,1.331275000000005,0.6104240000000019,77,79,1991,3,1990
operational_36c_1d,operational_36c_1d_0055,1992-04-04,1992-04-04,1,36.240425,36.240425,0.2404250000000019,0.2404250000000019,95,95,1992,4,1990
operational_36c_1d,operational_36c_1d_0056,1992-04-07,1992-04-07,1,36.010426,36.010426,0.010426000000002489,0.010426000000002489,98,98,1992,4,1990
operational_36c_1d,operational_36c_1d_0057,1992-04-09,1992-04-15,7,37.970425,37.021852714285714,7.152968999999999,1.9704249999999988,100,106,1992,4,1990
operational_36c_1d,operational_36c_1d_0058,1992-04-17,1992-04-23,7,37.670425,36.82328242857143,5.762976999999999,1.6704250000000016,108,114,1992,4,1990
operational_36c_1d,operational_36c_1d_0059,1992-04-25,1992-04-26,2,36.970425,36.730425,1.4608500000000006,0.9704249999999988,116,117,1992,4,1990
operational_36c_1d,operational_36c_1d_0060,1992-06-02,1992-06-02,1,36.650425,36.650425,0.6504249999999985,0.6504249999999985,154,154,1992,6,1990
operational_36c_1d,operational_36c_1d_0061,1995-03-20,1995-03-25,6,37.880424,37.080425166666664,6.482551000000001,1.8804239999999979,79,84,1995,3,1990
operational_36c_1d,operational_36c_1d_0062,1995-04-04,1995-04-04,1,36.180424,36.180424,0.18042400000000214,0.18042400000000214,94,94,1995,4,1990
operational_36c_1d,operational_36c_1d_0063,1995-04-06,1995-04-06,1,36.470425,36.470425,0.47042499999999876,0.47042499999999876,96,96,1995,4,1990
operational_36c_1d,operational_36c_1d_0064,1995-04-20,1995-04-20,1,36.200424,36.200424,0.20042399999999816,0.20042399999999816,110,110,1995,4,1990
operational_36c_1d,operational_36c_1d_0065,1995-04-23,1995-04-23,1,37.030426,37.030426,1.0304259999999985,1.0304259999999985,113,113,1995,4,1990
operational_36c_1d,operational_36c_1d_0066,1995-04-25,1995-04-27,3,37.290424,36.62042466666667,1.8612740000000016,1.2904240000000016,115,117,1995,4,1990
operational_36c_1d,operational_36c_1d_0067,1995-05-01,1995-05-04,4,37.260426,36.6479245,2.591698000000001,1.2604260000000025,121,124,1995,5,1990
operational_36c_1d,operational_36c_1d_0068,1996-04-19,1996-04-21,3,37.540424,37.100424333333336,3.301273000000002,1.5404240000000016,110,112,1996,4,1990
operational_36c_1d,operational_36c_1d_0069,1999-04-02,1999-04-04,3,36.840424,36.523758,1.5712739999999954,0.8404239999999987,92,94,1999,4,1990
operational_36c_1d,operational_36c_1d_0070,1999-04-24,1999-04-29,6,37.050426,36.560425333333335,3.362552000000001,1.0504260000000016,114,119,1999,4,1990
operational_36c_1d,operational_36c_1d_0071,1999-05-01,1999-05-04,4,37.390427,36.467925,1.8717000000000041,1.3904270000000025,121,124,1999,5,1990
operational_36c_1d,operational_36c_1d_0072,2001-04-25,2001-04-26,2,37.000423,36.615425,1.2308499999999967,1.0004229999999978,115,116,2001,4,2000
operational_36c_1d,operational_36c_1d_0073,2001-04-28,2001-04-28,1,36.580425,36.580425,0.5804249999999982,0.5804249999999982,118,118,2001,4,2000
operational_36c_1d,operational_36c_1d_0074,2004-03-28,2004-03-29,2,36.430424,36.2904245,0.5808490000000006,0.43042400000000214,88,89,2004,3,2000
operational_36c_1d,operational_36c_1d_0075,2006-03-26,2006-03-26,1,37.820423,37.820423,1.8204229999999981,1.8204229999999981,85,85,2006,3,2000
operational_36c_1d,operational_36c_1d_0076,2006-05-22,2006-05-22,1,36.220425,36.220425,0.22042499999999876,0.22042499999999876,142,142,2006,5,2000
operational_36c_1d,operational_36c_1d_0077,2007-03-29,2007-03-30,2,36.410423,36.275425,0.5508500000000041,0.41042300000000154,88,89,2007,3,2000
operational_36c_1d,operational_36c_1d_0078,2007-04-01,2007-04-01,1,36.270424,36.270424,0.27042399999999844,0.27042399999999844,91,91,2007,4,2000
operational_36c_1d,operational_36c_1d_0079,2007-04-03,2007-04-04,2,36.190426,36.150425,0.30085000000000406,0.1904260000000022,93,94,2007,4,2000
operational_36c_1d,operational_36c_1d_0080,2008-04-19,2008-04-24,6,37.750423,36.883757833333334,5.302546999999997,1.7504229999999978,110,115,2008,4,2000
operational_36c_1d,operational_36c_1d_0081,2008-04-29,2008-05-03,5,37.740425,36.818425,4.092125000000003,1.7404250000000019,120,124,2008,4,2000
operational_36c_1d,operational_36c_1d_0082,2009-04-19,2009-04-19,1,36.160423,36.160423,0.16042300000000154,0.16042300000000154,109,109,2009,4,2000
operational_36c_1d,operational_36c_1d_0083,2009-04-21,2009-04-21,1,36.490425,36.490425,0.4904250000000019,0.4904250000000019,111,111,2009,4,2000
operational_36c_1d,operational_36c_1d_0084,2009-04-23,2009-04-28,6,37.960426,37.053758666666674,6.322552000000002,1.9604259999999982,113,118,2009,4,2000
operational_36c_1d,operational_36c_1d_0085,2009-05-08,2009-05-10,3,37.430424,37.34709166666667,4.041275000000006,1.4304240000000021,128,130,2009,5,2000
operational_36c_1d,operational_36c_1d_0086,2009-06-18,2009-06-18,1,36.380424,36.380424,0.3804239999999979,0.3804239999999979,169,169,2009,6,2000
operational_36c_1d,operational_36c_1d_0087,2010-03-21,2010-03-24,4,36.510426,36.280425,1.1217000000000041,0.5104260000000025,80,83,2010,3,2010
operational_36c_1d,operational_36c_1d_0088,2010-04-01,2010-04-01,1,36.500423,36.500423,0.5004229999999978,0.5004229999999978,91,91,2010,4,2010
operational_36c_1d,operational_36c_1d_0089,2010-04-06,2010-04-06,1,36.140427,36.140427,0.14042700000000252,0.14042700000000252,96,96,2010,4,2010
operational_36c_1d,operational_36c_1d_0090,2010-04-08,2010-04-14,7,38.040424,36.69042528571429,4.832977,2.0404240000000016,98,104,2010,4,2010
operational_36c_1d,operational_36c_1d_0091,2010-04-17,2010-04-17,1,36.180424,36.180424,0.18042400000000214,0.18042400000000214,107,107,2010,4,2010
operational_36c_1d,operational_36c_1d_0092,2010-04-19,2010-04-26,8,38.490425,37.179174625,9.433397,2.490425000000002,109,116,2010,4,2010
operational_36c_1d,operational_36c_1d_0093,2010-05-11,2010-05-11,1,36.210426,36.210426,0.21042599999999823,0.21042599999999823,131,131,2010,5,2010
operational_36c_1d,operational_36c_1d_0094,2012-03-29,2012-03-29,1,36.560425,36.560425,0.5604250000000022,0.5604250000000022,89,89,2012,3,2010
operational_36c_1d,operational_36c_1d_0095,2012-05-23,2012-05-23,1,36.060425,36.060425,0.06042500000000217,0.06042500000000217,144,144,2012,5,2010
operational_36c_1d,operational_36c_1d_0096,2012-05-27,2012-05-27,1,36.120426,36.120426,0.12042600000000192,0.12042600000000192,148,148,2012,5,2010
operational_36c_1d,operational_36c_1d_0097,2013-04-09,2013-04-10,2,36.770424,36.600424000000004,1.2008480000000006,0.7704239999999984,99,100,2013,4,2010
operational_36c_1d,operational_36c_1d_0098,2013-04-12,2013-04-13,2,36.860424,36.850424000000004,1.7008480000000006,0.8604240000000019,102,103,2013,4,2010
operational_36c_1d,operational_36c_1d_0099,2014-04-20,2014-04-26,7,38.460426,37.41328285714286,9.892980000000009,2.4604259999999982,110,116,2014,4,2010
operational_36c_1d,operational_36c_1d_0100,2014-05-09,2014-05-09,1,36.930424,36.930424,0.9304240000000021,0.9304240000000021,129,129,2014,5,2010
operational_36c_1d,operational_36c_1d_0101,2014-05-13,2014-05-16,4,36.440426,36.29042525,1.1617010000000008,0.4404260000000022,133,136,2014,5,2010
operational_36c_1d,operational_36c_1d_0102,2014-05-20,2014-05-23,4,36.680424,36.3979245,1.591698000000008,0.6804240000000021,140,143,2014,5,2010
operational_36c_1d,operational_36c_1d_0103,2016-04-12,2016-04-12,1,36.070423,36.070423,0.07042299999999813,0.07042299999999813,103,103,2016,4,2010
operational_36c_1d,operational_36c_1d_0104,2016-04-19,2016-04-19,1,36.340424,36.340424,0.3404239999999987,0.3404239999999987,110,110,2016,4,2010
operational_36c_1d,operational_36c_1d_0105,2016-04-24,2016-04-27,4,38.160423,36.8454245,3.381698,2.1604230000000015,115,118,2016,4,2010
operational_36c_1d,operational_36c_1d_0106,2016-04-29,2016-05-01,3,36.590424,36.470424666666666,1.4112739999999988,0.5904239999999987,120,122,2016,4,2010
operational_36c_1d,operational_36c_1d_0107,2018-07-19,2018-07-19,1,36.700424,36.700424,0.7004239999999982,0.7004239999999982,200,200,2018,7,2010
operational_36c_1d,operational_36c_1d_0108,2019-04-30,2019-05-01,2,36.090424,36.050425000000004,0.10085000000000122,0.09042399999999873,120,121,2019,4,2010
operational_36c_1d,operational_36c_1d_0109,2019-05-11,2019-05-11,1,36.110424,36.110424,0.11042400000000185,0.11042400000000185,131,131,2019,5,2010
operational_36c_1d,operational_36c_1d_0110,2019-06-19,2019-06-19,1,36.020424,36.020424,0.020423999999998443,0.020423999999998443,170,170,2019,6,2010
operational_36c_1d,operational_36c_1d_0111,2019-08-11,2019-08-11,1,36.000423,36.000423,0.00042299999999784177,0.00042299999999784177,223,223,2019,8,2010
operational_36c_1d,operational_36c_1d_0112,2019-09-01,2019-09-01,1,36.610424,36.610424,0.6104240000000019,0.6104240000000019,244,244,2019,9,2010
operational_36c_1d,operational_36c_1d_0113,2020-04-07,2020-04-07,1,36.550426,36.550426,0.5504260000000016,0.5504260000000016,98,98,2020,4,2020
operational_36c_1d,operational_36c_1d_0114,2021-04-01,2021-04-01,1,36.590424,36.590424,0.5904239999999987,0.5904239999999987,91,91,2021,4,2020
operational_36c_1d,operational_36c_1d_0115,2021-04-12,2021-04-14,3,36.490425,36.23042566666667,0.6912770000000066,0.4904250000000019,102,104,2021,4,2020
operational_36c_1d,operational_36c_1d_0116,2021-04-19,2021-04-21,3,36.720425,36.373759,1.1212769999999992,0.7204249999999988,109,111,2021,4,2020
operational_36c_1d,operational_36c_1d_0117,2021-04-24,2021-04-29,6,38.270424,37.200424166666664,7.202545000000001,2.2704239999999984,114,119,2021,4,2020
operational_36c_1d,operational_36c_1d_0118,2021-05-22,2021-05-23,2,36.590424,36.350424000000004,0.7008480000000006,0.5904239999999987,142,143,2021,5,2020
operational_36c_1d,operational_36c_1d_0119,2021-10-15,2021-10-15,1,36.270424,36.270424,0.27042399999999844,0.27042399999999844,288,288,2021,10,2020
operational_36c_1d,operational_36c_1d_0120,2022-08-18,2022-08-18,1,36.130424,36.130424,0.13042399999999787,0.13042399999999787,230,230,2022,8,2020
operational_36c_1d,operational_36c_1d_0121,2023-04-08,2023-04-20,13,39.550426,37.95504007692308,25.415521,3.5504260000000016,98,110,2023,4,2020
operational_36c_1d,operational_36c_1d_0122,2023-04-22,2023-04-22,1,36.030426,36.030426,0.03042599999999851,0.03042599999999851,112,112,2023,4,2020
operational_36c_1d,operational_36c_1d_0123,2023-04-26,2023-04-27,2,36.910423,36.780424,1.560848,0.9104230000000015,116,117,2023,4,2020
operational_36c_1d,operational_36c_1d_0124,2023-04-29,2023-04-29,1,37.320423,37.320423,1.3204229999999981,1.3204229999999981,119,119,2023,4,2020
operational_36c_1d,operational_36c_1d_0125,2023-05-06,2023-05-12,7,40.200424,38.24042457142857,15.682972,4.200423999999998,126,132,2023,5,2020
operational_36c_1d,operational_36c_1d_0126,2023-05-30,2023-06-06,8,37.900425,36.820424499999994,6.563395999999997,1.9004249999999985,150,157,2023,5,2020
operational_36c_1d,operational_36c_1d_0127,2023-09-17,2023-09-17,1,36.060425,36.060425,0.06042500000000217,0.06042500000000217,260,260,2023,9,2020
operational_36c_1d,operational_36c_1d_0128,2024-04-06,2024-04-06,1,36.310425,36.310425,0.31042500000000217,0.31042500000000217,97,97,2024,4,2020
operational_36c_1d,operational_36c_1d_0129,2024-04-13,2024-04-13,1,36.350426,36.350426,0.3504259999999988,0.3504259999999988,104,104,2024,4,2020
operational_36c_1d,operational_36c_1d_0130,2024-04-15,2024-04-17,3,36.780426,36.39042533333333,1.1712759999999989,0.7804259999999985,106,108,2024,4,2020
operational_36c_1d,operational_36c_1d_0131,2024-04-19,2024-05-03,15,38.750423,37.5790918,23.686377,2.750422999999998,110,124,2024,4,2020
operational_36c_1d,operational_36c_1d_0132,2024-05-05,2024-05-05,1,37.060425,37.060425,1.0604250000000022,1.0604250000000022,126,126,2024,5,2020
operational_36c_1d,operational_36c_1d_0133,2024-05-15,2024-05-17,3,36.750423,36.440422999999996,1.3212689999999938,0.7504229999999978,136,138,2024,5,2020
operational_36c_1d,operational_36c_1d_0134,2024-05-23,2024-05-25,3,37.490425,37.053759,3.1612769999999983,1.4904250000000019,144,146,2024,5,2020
operational_36c_1d,operational_36c_1d_0135,2024-06-02,2024-06-02,1,36.280426,36.280426,0.2804259999999985,0.2804259999999985,154,154,2024,6,2020
operational_36c_1d,operational_36c_1d_0136,2024-09-20,2024-09-20,1,37.650425,37.650425,1.6504249999999985,1.6504249999999985,264,264,2024,9,2020
persistent_36c_2d,persistent_36c_2d_0001,1972-04-23,1972-04-25,3,37.170425,36.673758,2.0212739999999982,1.1704250000000016,114,116,1972,4,1970
persistent_36c_2d,persistent_36c_2d_0002,1972-05-13,1972-05-19,7,37.200424,37.09613971428571,7.6729780000000005,1.2004239999999982,134,140,1972,5,1970
persistent_36c_2d,persistent_36c_2d_0003,1973-03-31,1973-04-12,13,38.500423,37.05119461538462,13.665530000000011,2.500422999999998,90,102,1973,3,1970
persistent_36c_2d,persistent_36c_2d_0004,1975-04-07,1975-04-11,5,37.890427,37.1784248,5.892124000000003,1.8904270000000025,97,101,1975,4,1970
persistent_36c_2d,persistent_36c_2d_0005,1975-04-27,1975-05-03,7,38.290424,37.548996428571435,10.842974999999996,2.2904240000000016,117,123,1975,4,1970
persistent_36c_2d,persistent_36c_2d_0006,1975-05-06,1975-05-11,6,39.250423,38.17542516666666,13.052551000000001,3.250422999999998,126,131,1975,5,1970
persistent_36c_2d,persistent_36c_2d_0007,1976-03-29,1976-03-30,2,36.470425,36.340425499999995,0.680850999999997,0.47042499999999876,89,90,1976,3,1970
persistent_36c_2d,persistent_36c_2d_0008,1976-04-07,1976-04-10,4,37.650425,36.815425,3.2616999999999976,1.6504249999999985,98,101,1976,4,1970
persistent_36c_2d,persistent_36c_2d_0009,1976-04-12,1976-04-18,7,38.160423,36.96471071428572,6.752975000000006,2.1604230000000015,103,109,1976,4,1970
persistent_36c_2d,persistent_36c_2d_0010,1979-03-25,1979-03-27,3,37.820423,37.01042433333333,3.0312729999999988,1.8204229999999981,84,86,1979,3,1970
persistent_36c_2d,persistent_36c_2d_0011,1979-03-29,1979-04-05,8,39.240425,37.786675,14.293400000000005,3.240425000000002,88,95,1979,3,1970
persistent_36c_2d,persistent_36c_2d_0012,1979-04-25,1979-04-26,2,36.440426,36.300424500000005,0.6008490000000037,0.4404260000000022,115,116,1979,4,1970
persistent_36c_2d,persistent_36c_2d_0013,1979-04-28,1979-04-29,2,36.520424,36.315424,0.6308480000000003,0.5204239999999984,118,119,1979,4,1970
persistent_36c_2d,persistent_36c_2d_0014,1979-05-18,1979-05-20,3,39.250423,38.423758,7.271273999999998,3.250422999999998,138,140,1979,5,1970
persistent_36c_2d,persistent_36c_2d_0015,1979-05-24,1979-06-05,13,40.180424,38.83657899999999,36.875527,4.180424000000002,144,156,1979,5,1970
persistent_36c_2d,persistent_36c_2d_0016,1980-04-07,1980-04-11,5,38.340424,37.8224242,9.112121000000002,2.3404239999999987,98,102,1980,4,1980
persistent_36c_2d,persistent_36c_2d_0017,1980-04-15,1980-04-16,2,37.330425,36.830425,1.6608499999999964,1.3304249999999982,106,107,1980,4,1980
persistent_36c_2d,persistent_36c_2d_0018,1982-04-01,1982-04-02,2,36.660423,36.3454245,0.690849,0.6604230000000015,91,92,1982,4,1980
persistent_36c_2d,persistent_36c_2d_0019,1982-05-24,1982-05-25,2,36.260426,36.145426,0.290852000000001,0.2604260000000025,144,145,1982,5,1980
persistent_36c_2d,persistent_36c_2d_0020,1986-03-28,1986-03-31,4,37.790424,36.935424499999996,3.7416979999999995,1.7904240000000016,87,90,1986,3,1980
persistent_36c_2d,persistent_36c_2d_0021,1987-04-03,1987-04-07,5,37.990425,37.2924248,6.462124000000003,1.9904250000000019,93,97,1987,4,1980
persistent_36c_2d,persistent_36c_2d_0022,1987-05-26,1987-05-27,2,36.060425,36.0354255,0.07085100000000466,0.06042500000000217,146,147,1987,5,1980
persistent_36c_2d,persistent_36c_2d_0023,1988-04-04,1988-04-05,2,36.850426,36.575426,1.1508520000000004,0.8504259999999988,95,96,1988,4,1980
persistent_36c_2d,persistent_36c_2d_0024,1988-04-12,1988-04-13,2,37.320423,36.8504235,1.700846999999996,1.3204229999999981,103,104,1988,4,1980
persistent_36c_2d,persistent_36c_2d_0025,1989-04-11,1989-04-12,2,36.130424,36.130424,0.26084799999999575,0.13042399999999787,101,102,1989,4,1980
persistent_36c_2d,persistent_36c_2d_0026,1989-04-14,1989-04-16,3,37.310425,37.187092,3.5612759999999994,1.3104250000000022,104,106,1989,4,1980
persistent_36c_2d,persistent_36c_2d_0027,1989-04-22,1989-04-24,3,37.140427,36.843759,2.531277000000003,1.1404270000000025,112,114,1989,4,1980
persistent_36c_2d,persistent_36c_2d_0028,1991-03-18,1991-03-20,3,36.610424,36.443758333333335,1.331275000000005,0.6104240000000019,77,79,1991,3,1990
persistent_36c_2d,persistent_36c_2d_0029,1992-04-09,1992-04-15,7,37.970425,37.021852714285714,7.152968999999999,1.9704249999999988,100,106,1992,4,1990
persistent_36c_2d,persistent_36c_2d_0030,1992-04-17,1992-04-23,7,37.670425,36.82328242857143,5.762976999999999,1.6704250000000016,108,114,1992,4,1990
persistent_36c_2d,persistent_36c_2d_0031,1992-04-25,1992-04-26,2,36.970425,36.730425,1.4608500000000006,0.9704249999999988,116,117,1992,4,1990
persistent_36c_2d,persistent_36c_2d_0032,1995-03-20,1995-03-25,6,37.880424,37.080425166666664,6.482551000000001,1.8804239999999979,79,84,1995,3,1990
persistent_36c_2d,persistent_36c_2d_0033,1995-04-25,1995-04-27,3,37.290424,36.62042466666667,1.8612740000000016,1.2904240000000016,115,117,1995,4,1990
persistent_36c_2d,persistent_36c_2d_0034,1995-05-01,1995-05-04,4,37.260426,36.6479245,2.591698000000001,1.2604260000000025,121,124,1995,5,1990
persistent_36c_2d,persistent_36c_2d_0035,1996-04-19,1996-04-21,3,37.540424,37.100424333333336,3.301273000000002,1.5404240000000016,110,112,1996,4,1990
persistent_36c_2d,persistent_36c_2d_0036,1999-04-02,1999-04-04,3,36.840424,36.523758,1.5712739999999954,0.8404239999999987,92,94,1999,4,1990
persistent_36c_2d,persistent_36c_2d_0037,1999-04-24,1999-04-29,6,37.050426,36.560425333333335,3.362552000000001,1.0504260000000016,114,119,1999,4,1990
persistent_36c_2d,persistent_36c_2d_0038,1999-05-01,1999-05-04,4,37.390427,36.467925,1.8717000000000041,1.3904270000000025,121,124,1999,5,1990
persistent_36c_2d,persistent_36c_2d_0039,2001-04-25,2001-04-26,2,37.000423,36.615425,1.2308499999999967,1.0004229999999978,115,116,2001,4,2000
persistent_36c_2d,persistent_36c_2d_0040,2004-03-28,2004-03-29,2,36.430424,36.2904245,0.5808490000000006,0.43042400000000214,88,89,2004,3,2000
persistent_36c_2d,persistent_36c_2d_0041,2007-03-29,2007-03-30,2,36.410423,36.275425,0.5508500000000041,0.41042300000000154,88,89,2007,3,2000
persistent_36c_2d,persistent_36c_2d_0042,2007-04-03,2007-04-04,2,36.190426,36.150425,0.30085000000000406,0.1904260000000022,93,94,2007,4,2000
